stub,n_rois,mean_roi_area_nm2,summed_roi_area_nm2,total_fenestration_area_nm2,total_fenestration_area_um2,summed_roi_area_um2
PR10_ME_08,185,1530.3617396756758,283116.92184,283116.92184,0.28311692184000004,0.28311692184000004
PR10_ME_10,212,1329.470538792453,281847.75422400003,281847.75422400003,0.28184775422400005,0.28184775422400005
PR5_ME_10,158,1774.0852816202535,280305.47449600004,280305.47449600004,0.280305474496,0.280305474496
PR1_ME_overview29,193,1388.0953784870467,267902.408048,267902.408048,0.26790240804800003,0.26790240804800003
PR1_ME_18,159,1673.9475975849057,266157.668016,266157.668016,0.266157668016,0.266157668016
PR24_ME_03,206,1275.7004719223303,262794.29721600004,262794.29721600004,0.26279429721600006,0.26279429721600006
PR24_ME_04,156,1680.38960974359,262140.77912000005,262140.77912000002,0.26214077912,0.26214077912000006
PR5_ME_11,166,1556.349933108434,258354.08889600003,258354.08889600006,0.25835408889600003,0.25835408889600003
PR3_ME_05,200,1286.61725296,257323.450592,257323.450592,0.257323450592,0.257323450592
PR5_ME_06,152,1642.7434947368424,249697.01120000004,249697.01120000004,0.24969701120000004,0.24969701120000004
PR1_ME_14,143,1716.8872380419582,245514.87504,245514.87504,0.24551487504000002,0.24551487504000002
PR5_ME_01,149,1636.5909310067116,243852.04872000002,243852.04872000002,0.24385204872000002,0.24385204872000002
PR9_ME_07,109,2083.865520880734,227141.34177600002,227141.34177600002,0.227141341776,0.227141341776
FAS4_ME_new_11,133,1526.7474315789475,203057.40840000001,203057.40840000001,0.20305740840000003,0.20305740840000003
PR9_ME_08,89,1641.1240427865168,146060.039808,146060.039808,0.146060039808,0.146060039808
PR3_ME_06,61,1660.7308401311475,101304.581248,101304.581248,0.101304581248,0.101304581248
