stub,n_rois,covered_area_nm2,covered_area_um2,coverage_fraction,coverage_percent,rois_per_nm2,rois_per_um2
FAS4_ME_new_19,572,4886181.421440001,4.886181421440001,0.465850830078125,46.5850830078125,0.00011706483052187338,117.06483052187336
FAS6_ME_new_07,701,6002457.014928001,6.002457014928001,0.5722770690917969,57.22770690917969,0.00011678550937668122,116.78550937668122
PR6_ME_36,499,4274785.392512001,4.274785392512001,0.39619700113932294,39.619700113932296,0.00011673100616327585,116.73100616327585
PR21_ME_06,345,2962876.9761,2.9628769761,0.27669397989908856,27.669397989908855,0.00011644087918024845,116.44087918024846
FAS20_ME_29,509,4468556.683888,4.468556683888001,0.42603429158528644,42.60342915852864,0.00011390702546870893,113.90702546870892
FAS24_ME_11,805,7095491.731744001,7.0954917317440005,0.6619084676106771,66.19084676106772,0.0001134523202103907,113.45232021039071
PR11_ME_21,289,2552289.7848320003,2.5522897848320003,0.24820582071940103,24.820582071940102,0.00011323165641985394,113.23165641985393
FAS6_ME_new_29,544,4806891.783,4.806891783,0.44890085856119794,44.890085856119796,0.00011317084397945142,113.1708439794514
PR1_ME_03,556,4915196.940816,4.915196940816,0.4605115254720052,46.051152547200516,0.00011311855998748551,113.11855998748551
FAS20_ME_18,257,2274376.34512,2.2743763451200003,0.2168401082356771,21.68401082356771,0.0001129980095648771,112.9980095648771
FAS6_ME_new_05,444,3930311.1777600003,3.93031117776,0.37471771240234375,37.471771240234375,0.00011296815440782697,112.96815440782697
PR9_ME_16,487,4314905.48448,4.31490548448,0.4150136311848958,41.50136311848958,0.00011286458110187077,112.8645811018708
PR12_ME_06,711,6301594.920544001,6.301594920544002,0.6007970174153646,60.07970174153646,0.00011282857894944176,112.82857894944175
FAS4_ME_new_01,265,2359080.2926240005,2.3590802926240007,0.22491582234700522,22.491582234700523,0.00011233191207122544,112.33191207122543
FAS23_ME_06,471,4201224.851028,4.201224851028,0.4161224365234375,41.61224365234375,0.0001121101623220073,112.1101623220073
FAS24_ME_19,568,5076173.150373001,5.076173150373001,0.4836997985839844,48.36997985839844,0.0001118953162498531,111.89531624985308
FAS15_ME_13,356,3200772.222752,3.200772222752,0.29858652750651044,29.858652750651043,0.00011122315967048535,111.22315967048534
PR5_ME_25,392,3528026.6936320006,3.5280266936320004,0.3269856770833333,32.69856770833333,0.00011111027042611387,111.11027042611389
FAS6_ME_new_02,636,5729046.382928001,5.729046382928001,0.546209971110026,54.6209971110026,0.0001110132398116409,111.0132398116409
FAS24_ME_23,421,3798103.94496,3.79810394496,0.35430908203125,35.430908203125,0.00011084478100149358,110.84478100149357
PR5_ME_12,274,2476473.0056960005,2.4764730056960005,0.2295252482096354,22.95252482096354,0.00011064122216143182,110.64122216143183
PR11_ME_08,321,2904542.569472,2.904542569472,0.28246180216471356,28.246180216471355,0.0001105165417005242,110.5165417005242
FAS6_ME_new_01,732,6635035.857648001,6.635035857648001,0.6325874328613281,63.25874328613281,0.00011032344296319758,110.32344296319759
FAS23_ME_20,548,4987986.6501,4.9879866501,0.4546559651692708,45.46559651692708,0.00010986396685504633,109.86396685504634
PR13_ME_08,453,4129265.78584,4.12926578584,0.38520177205403644,38.52017720540364,0.00010970473287367915,109.70473287367913
FAS24_ME_18,604,5510271.7429760005,5.510271742976,0.535864512125651,53.5864512125651,0.00010961346884024821,109.61346884024822
FAS19_ME_05,501,4579527.881287999,4.579527881288,0.43518320719401044,43.518320719401046,0.00010939992352641665,109.39992352641664
FAS20_ME_25,721,6591543.561504001,6.591543561504001,0.6284408569335938,62.844085693359375,0.00010938257378905776,109.38257378905776
FAS4_ME_new_10,376,3439359.0424160003,3.439359042416,0.3279101053873698,32.791010538736984,0.00010932269511934303,109.32269511934304
FAS24_ME_15,390,3571115.7276319996,3.571115727632,0.3547007242838542,35.47007242838542,0.00010920956634990048,109.20956634990047
PR16_ME_08,559,5119642.494976,5.1196424949759995,0.49787648518880206,49.787648518880204,0.00010918731152586475,109.18731152586477
FAS4_ME_new_04,340,3115054.0215520007,3.115054021552001,0.29699071248372394,29.699071248372395,0.00010914738481183809,109.14738481183808
PR17_ME_23,674,6198920.1504,6.198920150399999,0.5788981119791666,57.889811197916664,0.00010872861460499836,108.72861460499836
FAS24_ME_25,639,5885101.048400001,5.885101048400001,0.5378672281901041,53.786722819010414,0.00010857927412711576,108.57927412711575
PR1_ME_06,337,3103897.0390560003,3.103897039056,0.29080835978190106,29.080835978190105,0.00010857318904575941,108.57318904575942
PR17_ME_19,543,5003508.267,5.003508267,0.46726226806640625,46.726226806640625,0.00010852385386895175,108.52385386895175
FAS23_ME_13,400,3695135.5979999998,3.695135598,0.3368123372395833,33.68123372395833,0.00010825042529332371,108.2504252933237
FAS6_ME_new_06,820,7584597.651136001,7.584597651136001,0.7231190999348959,72.31190999348959,0.0001081138430431023,108.1138430431023
FAS19_ME_06,634,5872824.813816,5.872824813816,0.5580825805664062,55.808258056640625,0.00010795486330675072,107.95486330675071
FAS20_ME_06,629,5834369.4932160005,5.834369493216,0.5562515258789062,55.625152587890625,0.00010780942152041948,107.80942152041949
FAS24_ME_05,668,6207614.908751001,6.207614908751001,0.5556627909342448,55.56627909342448,0.00010760976797357498,107.60976797357498
PR5_ME_43,556,5186220.642240001,5.186220642240001,0.4806709289550781,48.06709289550781,0.0001072071626632252,107.20716266322519
FAS24_ME_13,742,6923550.897790001,6.923550897790001,0.6197484334309896,61.97484334309896,0.00010717044056639297,107.17044056639297
PR17_ME_21,594,5544789.090299999,5.544789090299999,0.5178108215332031,51.78108215332031,0.00010712760942325793,107.12760942325794
FAS6_ME_new_25,625,5842028.5533,5.8420285533,0.545569101969401,54.5569101969401,0.0001069833867290763,106.9833867290763
PR6_ME_14,647,6057772.968256001,6.0577729682560015,0.5614484151204427,56.14484151204427,0.00010680492705659579,106.80492705659579
FAS4_ME_new_16,713,6683022.757840001,6.683022757840001,0.6371625264485677,63.71625264485677,0.00010668824958938888,106.68824958938887
PR16_ME_07,345,3241444.7687680004,3.2414447687680004,0.31522496541341144,31.522496541341145,0.00010643402081816951,106.43402081816951
PR24_ME_06,360,3398627.5268000006,3.3986275268000004,0.32402674357096356,32.40267435709636,0.00010592511158142719,105.9251115814272
PR17_ME_08,376,3559657.023,3.559657023,0.33242543538411456,33.242543538411454,0.00010562815394026796,105.62815394026796
PR6_ME_02,531,5027333.769344001,5.0273337693440014,0.46594492594401044,46.594492594401046,0.00010562258731217846,105.62258731217845
PR12_ME_09,462,4377664.320128,4.377664320128001,0.4173685709635417,41.73685709635417,0.00010553573006403821,105.5357300640382
PR12_ME_07,648,6144630.543568001,6.1446305435680015,0.5858319600423177,58.58319600423177,0.000105457927113015,105.45792711301499
FAS6_ME_new_17,675,6404157.250304,6.404157250304,0.6105753580729166,61.057535807291664,0.00010540028509886422,105.40028509886422
PR24_ME_04,156,1481392.1525920003,1.4813921525920004,0.14123662312825522,14.123662312825521,0.00010530634965700737,105.30634965700736
FAS15_ME_05,472,4491846.76824,4.49184676824,0.4190254211425781,41.90254211425781,0.00010507927459532185,105.07927459532185
FAS6_ME_new_34,496,4723465.9383,4.7234659382999995,0.44110997517903644,44.11099751790364,0.00010500763771327481,105.0076377132748
PR10_ME_14,494,4708294.563456,4.708294563456,0.452850341796875,45.2850341796875,0.00010492121793615909,104.9212179361591
PR5_ME_47,280,2668972.9377920004,2.668972937792,0.24736658732096353,24.736658732096352,0.00010490926904325963,104.90926904325963
FAS6_ME_new_14,417,3986484.0834419997,3.986484083442,0.34975433349609375,34.975433349609375,0.00010460345288521883,104.60345288521883
FAS4_ME_new_15,446,4273448.189472001,4.273448189472001,0.40743255615234375,40.743255615234375,0.00010436536965599782,104.36536965599782
PR9_ME_10,264,2531883.629952,2.531883629952,0.24352010091145834,24.352010091145836,0.0001042701950740939,104.27019507409389
FAS23_ME_12,488,4685476.020975,4.685476020975,0.4270820617675781,42.70820617675781,0.00010415163748900206,104.15163748900206
PR21_ME_08,678,6522779.0889,6.5227790889,0.6091423034667969,60.91423034667969,0.00010394342515045037,103.94342515045037
FAS19_ME_20,613,5905356.831225,5.905356831225,0.5590324401855469,55.90324401855469,0.00010380405748873942,103.80405748873943
PR10_ME_07,372,3585451.3971840004,3.5854513971840003,0.3448537190755208,34.48537190755208,0.00010375262659875054,103.75262659875054
PR22_ME_26,454,4392201.763488,4.392201763488,0.41875457763671875,41.875457763671875,0.00010336501473453779,103.3650147345378
PR17_ME_09,521,5052580.6914,5.0525806914,0.47184499104817706,47.184499104817704,0.00010311562186167444,103.11562186167444
PR10_ME_29,345,3351894.3143840004,3.3518943143840003,0.31957117716471356,31.957117716471355,0.00010292687287886727,102.92687287886729
PR5_ME_23,511,4973141.2861440005,4.973141286144,0.4609222412109375,46.09222412109375,0.00010275195708268556,102.75195708268556
PR12_ME_08,494,4814334.442192,4.814334442192,0.4590009053548177,45.900090535481766,0.00010261023739245633,102.61023739245634
PR10_ME_15,651,6350557.797072,6.350557797072,0.6108055114746094,61.08055114746094,0.00010251068029018668,102.51068029018668
FAS6_ME_new_28,439,4282917.022799999,4.2829170227999995,0.3999684651692708,39.99684651692708,0.00010250023469121505,102.50023469121506
PR20_ME_12,652,6370068.6166590005,6.370068616659,0.5825030008951823,58.25030008951823,0.00010235368553093603,102.35368553093603
FAS6_ME_new_27,572,5603610.6422999995,5.6036106423,0.5233039855957031,52.33039855957031,0.00010207704219885321,102.0770421988532
PR16_ME_29,402,3938497.3281280003,3.9384973281280002,0.3830121358235677,38.301213582356766,0.00010206938497304348,102.06938497304348
PR10_ME_11,358,3507503.352768,3.5075033527680004,0.3373565673828125,33.73565673828125,0.00010206690172298161,102.06690172298161
FAS16_ME_07,505,4951573.242352,4.9515732423520005,0.47208531697591144,47.20853169759114,0.00010198778757438407,101.98778757438407
FAS16_ME_19,465,4572946.196896001,4.572946196896001,0.43598683675130206,43.598683675130204,0.00010168499255810841,101.6849925581084
FAS20_ME_28,383,3767011.6763840006,3.7670116763840005,0.35914866129557294,35.914866129557296,0.00010167210322205486,101.67210322205486
PR11_ME_04,207,2036423.819264,2.036423819264,0.19803873697916666,19.803873697916664,0.00010164878157573972,101.64878157573973
PR13_ME_20,412,4053826.0979040004,4.053826097904,0.3864936828613281,38.64936828613281,0.00010163238137250669,101.63238137250669
FAS24_ME_31,543,5342915.3354,5.3429153354,0.48831431070963544,48.831431070963546,0.00010162990912513646,101.62990912513646
PR6_ME_31,376,3703239.9095680006,3.7032399095680004,0.34322484334309894,34.32248433430989,0.00010153271437492746,101.53271437492747
PR24_ME_07,238,2348930.7564800004,2.3489307564800006,0.22394816080729166,22.394816080729164,0.00010132269729255699,101.322697292557
FAS6_ME_new_35,590,5831040.360599999,5.831040360599999,0.5445429484049479,54.45429484049479,0.00010118263011633322,101.18263011633321
FAS4_ME_new_08,446,4408446.356160001,4.408446356160001,0.4203033447265625,42.03033447265625,0.00010116942885712927,101.16942885712928
PR16_ME_06,470,4647579.307008,4.647579307008,0.4519691467285156,45.19691467285156,0.00010112791389945634,101.12791389945635
PR10_ME_06,423,4192087.07664,4.19208707664,0.40320078531901044,40.320078531901046,0.00010090439255356278,100.90439255356279
PR16_ME_09,470,4659242.61376,4.65924261376,0.45310338338216144,45.31033833821614,0.00010087476419707427,100.87476419707427
FAS19_ME_23,524,5199963.5353500005,5.19996353535,0.49225616455078125,49.225616455078125,0.00010076993741163426,100.76993741163427
PR6_ME_34,429,4263315.793536001,4.263315793536001,0.39513397216796875,39.513397216796875,0.00010062590264846103,100.62590264846102
PR13_ME_05,307,3055208.226096,3.055208226096,0.2850074768066406,28.500747680664062,0.00010048414945265126,100.48414945265125
FAS19_ME_07,608,6051621.254783999,6.051621254783999,0.5750732421875,57.50732421875,0.00010046894450298862,100.46894450298862
PR17_ME_10,390,3882617.2989,3.8826172988999996,0.36258570353190106,36.25857035319011,0.00010044770575521119,100.44770575521119
FAS6_ME_new_23,523,5213305.135799999,5.2133051358,0.48685455322265625,48.685455322265625,0.00010032023570010043,100.32023570010043
PR17_ME_12,683,6809152.9041,6.8091529041,0.6358858744303385,63.58858744303385,0.00010030616283983648,100.30616283983646
FAS24_ME_07,622,6214817.026778,6.214817026778,0.5563074747721354,55.63074747721354,0.0001000833970364641,100.0833970364641
PR5_ME_40,462,4616307.7936,4.616307793600001,0.42785008748372394,42.78500874837239,0.00010007998180721654,100.07998180721654
FAS6_ME_new_36,516,5156294.5251,5.1562945251,0.48153050740559894,48.15305074055989,0.0001000718631350859,100.07186313508592
PR10_ME_19,408,4077901.6526880004,4.077901652688,0.39221827189127606,39.22182718912761,0.00010005145654531949,100.0514565453195
FAS6_ME_new_37,464,4638651.2513999995,4.6386512514,0.43318939208984375,43.318939208984375,0.00010002907630961896,100.02907630961894
PR5_ME_14,510,5099992.855680001,5.099992855680001,0.47267913818359375,47.267913818359375,0.0001000001400849021,100.0001400849021
PR1_ME_09,604,6043126.749264,6.043126749264,0.5661888122558594,56.61888122558594,9.994825941282167e-05,99.94825941282167
PR5_ME_39,509,5093777.869632001,5.093777869632001,0.4721031188964844,47.21031188964844,9.992583364000767e-05,99.92583364000767
PR6_ME_15,614,6147705.051136001,6.147705051136001,0.5697835286458334,56.978352864583336,9.987466784642543e-05,99.87466784642542
FAS24_ME_03,721,7224519.881297001,7.224519881297001,0.6466890970865885,64.66890970865884,9.979901942917218e-05,99.79901942917218
FAS16_ME_04,412,4132021.5386560005,4.132021538656001,0.39394887288411456,39.394887288411454,9.970906398856984e-05,99.70906398856985
PR5_ME_05,435,4363304.354944001,4.363304354944001,0.40440114339192706,40.440114339192704,9.969508533300168e-05,99.69508533300169
FAS20_ME_12,463,4650208.040368001,4.650208040368001,0.44335301717122394,44.33530171712239,9.956543792895765e-05,99.56543792895766
FAS24_ME_26,667,6712028.1728,6.7120281728,0.6134440104166666,61.344401041666664,9.937383795600984e-05,99.37383795600984
PR11_ME_23,524,5273161.423872001,5.273161423872001,0.5128059387207031,51.28059387207031,9.937112822448643e-05,99.37112822448643
PR9_ME_15,488,4910938.3261440005,4.9109383261440005,0.4723409016927083,47.23409016927083,9.937001191851063e-05,99.37001191851064
PR1_ME_12,191,1922914.845504,1.9229148455040002,0.1801605224609375,18.01605224609375,9.932837142870905e-05,99.32837142870905
FAS23_ME_05,446,4492265.404725,4.492265404725,0.4094708760579427,40.947087605794266,9.928175648992013e-05,99.28175648992014
FAS24_ME_27,612,6185187.555328,6.1851875553280005,0.6014989217122396,60.14989217122396,9.894606986861947e-05,98.94606986861947
FAS6_ME_new_18,647,6540697.876499999,6.5406978764999995,0.610815684000651,61.0815684000651,9.891910805490636e-05,98.91910805490636
PR5_ME_44,557,5631888.648384001,5.631888648384001,0.5219764709472656,52.19764709472656,9.890110312458398e-05,98.901103124584
FAS20_ME_11,492,4975793.423216001,4.975793423216001,0.4743944803873698,47.439448038736984,9.887870298321307e-05,98.87870298321307
FAS24_ME_10,693,7027005.646492001,7.027005646492,0.6695912679036459,66.95912679036459,9.861953083045511e-05,98.61953083045512
FAS15_ME_04,594,6024419.331216,6.024419331216,0.5619926452636719,56.19926452636719,9.859871422331818e-05,98.59871422331817
PR22_ME_21,567,5751466.054752001,5.751466054752001,0.5483474731445312,54.834747314453125,9.85835601918455e-05,98.58356019184549
PR22_ME_17,662,6721301.8269,6.7213018268999996,0.6276817321777344,62.76817321777344,9.84928243142635e-05,98.4928243142635
FAS6_ME_new_13,548,5563893.024096001,5.563893024096001,0.5304641723632812,53.046417236328125,9.849218840598339e-05,98.49218840598338
PR16_ME_18,493,5010462.437376,5.010462437376,0.4872589111328125,48.72589111328125,9.839411155393995e-05,98.39411155393995
PR20_ME_28,482,4900802.0247,4.9008020247,0.4576708475748698,45.767084757486984,9.83512489528702e-05,98.3512489528702
PR13_ME_16,589,5992236.861312,5.9922368613120005,0.558990478515625,55.8990478515625,9.829384479154892e-05,98.29384479154892
FAS19_ME_16,240,2444327.4558079997,2.4443274558079997,0.23227945963541666,23.227945963541664,9.818651728913519e-05,98.1865172891352
FAS23_ME_17,395,4025435.075325,4.025435075325,0.36691919962565106,36.69191996256511,9.812603920039849e-05,98.12603920039848
PR6_ME_44,418,4263137.438528,4.263137438528,0.39511744181315106,39.51174418131511,9.804985319552102e-05,98.04985319552104
PR22_ME_19,432,4412020.700032,4.412020700032,0.4206441243489583,42.06441243489583,9.79143184883214e-05,97.9143184883214
FAS6_ME_new_12,394,4028845.7021120004,4.028845702112,0.38411204020182294,38.411204020182296,9.779476036857342e-05,97.79476036857342
FAS24_ME_17,656,6708848.247114,6.708848247114,0.6392745971679688,63.927459716796875,9.778131444278784e-05,97.78131444278783
FAS6_ME_new_33,482,4931329.3209,4.9313293209,0.4605216979980469,46.05216979980469,9.774240749997849e-05,97.7424074999785
PR13_ME_09,311,3185410.2390240002,3.1854102390240002,0.2971534729003906,29.715347290039062,9.763263650941533e-05,97.63263650941532
PR6_ME_35,515,5276921.023616001,5.276921023616001,0.48907725016276044,48.907725016276046,9.759479016176314e-05,97.59479016176314
PR5_ME_04,377,3866777.7322880006,3.866777732288001,0.3583819071451823,35.838190714518234,9.749719950335143e-05,97.49719950335142
FAS23_ME_21,494,5069595.466349999,5.069595466349999,0.46209462483723956,46.209462483723954,9.744367243480858e-05,97.44367243480859
FAS19_ME_15,546,5615027.161392,5.615027161392,0.5335845947265625,53.35845947265625,9.723906658087175e-05,97.23906658087175
PR20_ME_24,599,6160468.284,6.160468284,0.5753072102864584,57.530721028645836,9.723286808500028e-05,97.23286808500026
PR13_ME_12,522,5369824.349344,5.369824349344,0.5009282430013021,50.09282430013021,9.720988360890607e-05,97.20988360890607
PR5_ME_41,512,5271817.326464001,5.271817326464001,0.48860422770182294,48.860422770182296,9.712020889453258e-05,97.12020889453257
PR6_ME_30,455,4686730.582528001,4.686730582528001,0.4343770345052083,43.43770345052083,9.708260203738341e-05,97.08260203738341
PR16_ME_30,257,2649728.082944,2.649728082944,0.25768152872721356,25.768152872721355,9.699108435098677e-05,96.99108435098677
PR6_ME_47,422,4353055.801792,4.353055801792,0.40345128377278644,40.34512837727864,9.69433931506868e-05,96.94339315068679
PR22_ME_18,592,6106684.688999999,6.106684689,0.5702845255533854,57.02845255533854,9.694294533765146e-05,96.94294533765145
FAS24_ME_22,517,5342962.995403001,5.342962995403001,0.47826512654622394,47.82651265462239,9.676278882051372e-05,96.76278882051372
PR6_ME_13,592,6120526.491840001,6.1205264918400015,0.5672645568847656,56.72645568847656,9.672370518929463e-05,96.72370518929463
FAS19_ME_21,579,5987951.58275,5.98795158275,0.5668512980143229,56.68512980143229,9.669416861485227e-05,96.69416861485226
FAS20_ME_21,611,6323801.198704001,6.323801198704,0.6029141743977865,60.29141743977865,9.661910309976511e-05,96.61910309976511
PR13_ME_15,510,5284898.542400001,5.284898542400001,0.4830118815104167,48.30118815104167,9.650137952665343e-05,96.50137952665344
PR9_ME_12,392,4062552.6568320002,4.0625526568320005,0.3907419840494792,39.07419840494792,9.649105700593766e-05,96.49105700593765
PR20_ME_13,658,6822741.7719,6.8227417719,0.6371548970540365,63.71548970540365,9.644216680016015e-05,96.44216680016015
PR5_ME_20,414,4295556.891136001,4.295556891136001,0.3981221516927083,39.81221516927083,9.637865601414809e-05,96.37865601414809
FAS6_ME_new_15,367,3810650.6806720006,3.8106506806720004,0.36330922444661456,36.330922444661454,9.630901144034549e-05,96.30901144034549
PR10_ME_12,269,2793305.717856,2.793305717856,0.26866404215494794,26.866404215494793,9.63016680488775e-05,96.3016680488775
PR20_ME_19,483,5019384.639599999,5.019384639599999,0.4687449137369792,46.87449137369792,9.622693510862136e-05,96.22693510862138
PR6_ME_10,485,5040285.086848001,5.040285086848001,0.46714528401692706,46.714528401692704,9.622471579346719e-05,96.2247157934672
PR5_ME_24,641,6664179.995456001,6.664179995456001,0.617651621500651,61.7651621500651,9.618587739782967e-05,96.18587739782967
PR6_ME_09,366,3810829.1382400007,3.810829138240001,0.3531964619954427,35.319646199544266,9.604209129382118e-05,96.04209129382117
PR5_ME_11,166,1732650.3046400002,1.7326503046400001,0.1605860392252604,16.05860392252604,9.58069839917816e-05,95.80698399178159
PR10_ME_05,180,1880205.720624,1.8802057206240002,0.18084081013997397,18.084081013997398,9.573420505297784e-05,95.73420505297784
FAS6_ME_new_08,353,3692523.9505440006,3.6925239505440004,0.3520469665527344,35.20469665527344,9.559856746440178e-05,95.59856746440178
PR17_ME_38,524,5486593.8789,5.4865938789,0.5123761494954427,51.23761494954427,9.550551973878848e-05,95.50551973878848
PR5_ME_46,365,3828952.7509760004,3.8289527509760006,0.35487620035807294,35.487620035807296,9.532632647581286e-05,95.32632647581286
FAS24_ME_20,605,6349012.786,6.349012786,0.5802663167317709,58.026631673177086,9.529040504282266e-05,95.29040504282267
PR5_ME_15,420,4410074.525888001,4.4100745258880005,0.4087359110514323,40.873591105143234,9.523648580869048e-05,95.23648580869049
FAS24_ME_24,411,4319398.371574,4.3193983715740005,0.41158803304036456,41.158803304036454,9.515214033157828e-05,95.15214033157828
FAS20_ME_27,575,6053178.021440001,6.053178021440001,0.5771128336588541,57.711283365885414,9.499142400295907e-05,94.99142400295908
PR5_ME_34,305,3213769.2952199997,3.2137692952199997,0.3237152099609375,32.37152099609375,9.490413653949641e-05,94.9041365394964
PR5_ME_03,645,6804531.667136001,6.804531667136001,0.6306597391764323,63.06597391764323,9.478977122190068e-05,94.78977122190068
FAS16_ME_08,552,5829128.011344001,5.829128011344,0.5557518005371094,55.57518005371094,9.469683954885859e-05,94.6968395488586
PR9_ME_08,89,940069.8090720001,0.9400698090720001,0.09041722615559895,9.041722615559895,9.467382011539898e-05,94.67382011539898
PR11_ME_20,250,2643294.958592,2.643294958592,0.25705591837565106,25.705591837565105,9.457892664886977e-05,94.57892664886975
PR22_ME_12,441,4666291.9344,4.666291934399999,0.4357706705729167,43.57706705729167,9.450758893778998e-05,94.50758893778999
FAS24_ME_09,549,5815532.739790001,5.815532739790001,0.5205663045247396,52.05663045247396,9.440235737024231e-05,94.4023573702423
PR12_ME_overview03,498,5284707.426064,5.284707426064,0.5038464864095052,50.38464864095052,9.423416659622075e-05,94.23416659622076
PR12_ME_03,498,5284707.426064,5.284707426064,0.5038464864095052,50.38464864095052,9.423416659622075e-05,94.23416659622076
PR5_ME_45,395,4192495.135744001,4.192495135744001,0.3885701497395833,38.85701497395833,9.421597096973214e-05,94.21597096973214
PR6_ME_26,329,3495319.1290880004,3.4953191290880006,0.3239542643229167,32.39542643229167,9.412588317388998e-05,94.12588317388997
FAS24_ME_04,581,6173974.5911,6.1739745910999995,0.5642687479654948,56.42687479654948,9.410469567489503e-05,94.10469567489504
FAS15_ME_11,348,3702101.7698080004,3.7021017698080003,0.3453534444173177,34.535344441731766,9.400065736659857e-05,94.00065736659857
PR11_ME_11,279,2968520.77568,2.96852077568,0.28868357340494794,28.868357340494793,9.3986204269057e-05,93.986204269057
PR20_ME_27,509,5419970.3016,5.4199703016,0.5061543782552084,50.615437825520836,9.391195369645123e-05,93.91195369645122
FAS23_ME_19,376,4005402.5522249998,4.005402552225,0.3650932312011719,36.50932312011719,9.387321126839851e-05,93.8732112683985
