stub,total_fenestration_area_nm2,total_fenestration_area_um2,covered_area_nm2,covered_area_um2,porosity_fraction,porosity_percent
PR10_ME_27,1286830.4794400001,1.28683047944,6829770.913152001,6.829770913152001,0.18841488181718766,18.841488181718766
PR1_ME_03,923198.360688,0.923198360688,4915196.940816,4.915196940816,0.18782530421552845,18.782530421552845
FAS24_ME_19,952990.9687349999,0.9529909687349999,5076173.150373001,5.076173150373001,0.18773807364411388,18.77380736441139
PR5_ME_04,724505.4817280001,0.7245054817280001,3866777.7322880006,3.866777732288001,0.18736672544643648,18.73667254464365
PR9_ME_17,346046.4828,0.3460464828,1854610.840368,1.8546108403680002,0.18658711319261778,18.658711319261776
PR10_ME_36,1281415.6152160002,1.2814156152160003,6881158.774864001,6.8811587748640015,0.1862209051034905,18.62209051034905
PR10_ME_18,1263958.7405759997,1.2639587405759998,6814531.104192001,6.8145311041920005,0.18547992829594215,18.547992829594214
FAS20_ME_04,1208221.5884640003,1.2082215884640002,6527952.249632001,6.527952249632001,0.1850843177555582,18.50843177555582
PR10_ME_35,961591.8612960001,0.961591861296,5198229.643728001,5.198229643728001,0.18498449033628644,18.498449033628646
FAS6_ME_new_05,726498.7290880001,0.7264987290880002,3930311.1777600003,3.93031117776,0.18484509145203437,18.484509145203436
PR10_ME_30,952455.9450560003,0.9524559450560003,5161499.259312001,5.161499259312001,0.18453086926974727,18.453086926974727
FAS23_ME_15,1140864.681763,1.1408646817630002,6188568.581895,6.188568581895001,0.18435033346817273,18.435033346817274
PR6_ME_14,1115528.2573440003,1.1155282573440002,6057772.968256001,6.0577729682560015,0.18414824444389083,18.414824444389083
FAS6_ME_new_35,1071832.1598,1.0718321598,5831040.360599999,5.831040360599999,0.18381491012175247,18.381491012175246
PR5_ME_14,937228.1278080002,0.9372281278080002,5099992.855680001,5.099992855680001,0.18377047857315795,18.377047857315794
PR20_ME_19,919154.8304999999,0.9191548304999999,5019384.639599999,5.019384639599999,0.18312101910828027,18.312101910828027
PR17_ME_12,1246077.3915,1.2460773914999999,6809152.9041,6.8091529041,0.1830003539426613,18.30003539426613
FAS23_ME_03,573089.1932249999,0.573089193225,3132746.22735,3.1327462273499997,0.18293508367250608,18.293508367250606
FAS16_ME_09,1084486.342923,1.084486342923,5939521.852437,5.939521852437,0.18258815606142315,18.258815606142313
FAS24_ME_22,973266.1035540001,0.9732661035540001,5342962.995403001,5.342962995403001,0.18215849602390707,18.21584960239071
FAS6_ME_new_36,938639.4696,0.9386394696,5156294.5251,5.1562945251,0.1820375979360481,18.20375979360481
PR10_ME_32,1642664.84166,1.6426648416599998,9024438.888585,9.024438888585,0.18202404182024043,18.202404182024043
FAS4_ME_new_06,896186.7032800002,0.8961867032800003,4961909.497952,4.961909497952,0.18061327068740293,18.061327068740294
FAS20_ME_18,409622.475152,0.409622475152,2274376.34512,2.2743763451200003,0.18010320764674836,18.010320764674837
PR1_ME_07,758517.4599840001,0.7585174599840001,4222516.554288,4.222516554288,0.17963634961092562,17.963634961092563
FAS4_ME_new_03,649423.6050720001,0.649423605072,3621663.9169920003,3.6216639169920004,0.17931636395775333,17.93163639577533
PR12_ME_07,1101084.6320320002,1.1010846320320002,6144630.543568001,6.1446305435680015,0.17919460319458583,17.919460319458583
PR20_ME_03,697397.1681600001,0.6973971681600001,3901369.6620800006,3.9013696620800005,0.17875700806782444,17.875700806782444
PR6_ME_13,1092040.274752,1.0920402747520002,6120526.491840001,6.1205264918400015,0.17842260403707563,17.842260403707563
PR1_ME_05,962176.73112,0.96217673112,5400160.071264001,5.4001600712640005,0.17817559450506917,17.817559450506916
PR1_ME_overview35,920286.8502080002,0.9202868502080002,5176730.23208,5.176730232080001,0.17777377011168508,17.777377011168507
PR12_ME_03,938425.3116480001,0.9384253116480001,5284707.426064,5.284707426064,0.17757374930913258,17.757374930913258
PR12_ME_overview03,938425.3116480001,0.9384253116480001,5284707.426064,5.284707426064,0.17757374930913258,17.757374930913258
PR24_ME_04,262140.77912000002,0.26214077912,1481392.1525920003,1.4813921525920004,0.17695569580366063,17.69556958036606
FAS4_ME_new_17,1057045.514624,1.057045514624,5981864.526352,5.981864526352,0.176708367427477,17.6708367427477
PR6_ME_47,766569.8243840002,0.7665698243840001,4353055.801792,4.353055801792,0.17609924138083188,17.609924138083187
PR5_ME_13,300336.11385600007,0.30033611385600006,1705581.5022720003,1.7055815022720002,0.17609015661574845,17.609015661574844
PR6_ME_33,559911.2485760001,0.559911248576,3181674.9877120005,3.1816749877120003,0.17598002647613054,17.598002647613054
